0.3434,0.0000983
0.3477,0.0001064
0.3521,0.0001273
0.3564,0.0001593
0.3607,0.0001992
0.3650,0.0002431
0.3693,0.0002872
0.3737,0.0003282
0.3780,0.0003640
0.3823,0.0003933
0.3866,0.0004154
0.3909,0.0004302
0.3952,0.0004376
0.3996,0.0004372
0.4039,0.0004285
0.4082,0.0004114
0.4125,0.0003861
0.4168,0.0003541
0.4212,0.0003183
0.4255,0.0002827
0.4298,0.0002523
0.4341,0.0002321
0.4384,0.0002262
0.4428,0.0002371
0.4471,0.0002649
0.4514,0.0003071
0.4557,0.0003594
0.4600,0.0004158
0.4644,0.0004705
0.4687,0.0005182
0.4730,0.0005559
0.4773,0.0005824
0.4816,0.0005992
0.4860,0.0006095
0.4903,0.0006176
0.4946,0.0006279
0.4989,0.0006441
0.5032,0.0006683
0.5076,0.0007007
0.5119,0.0007401
0.5162,0.0007839
0.5205,0.0008292
0.5248,0.0008733
0.5292,0.0009141
0.5335,0.0009511
0.5378,0.0009848
0.5421,0.0010168
0.5464,0.0010489
0.5508,0.0010833
0.5551,0.0011215
0.5594,0.0011644
0.5637,0.0012126
0.5680,0.0012663
0.5724,0.0013260
0.5767,0.0013921
0.5810,0.0014656
0.5853,0.0015470
0.5896,0.0016360
0.5940,0.0017313
0.5983,0.0018292
0.6026,0.0019247
0.6069,0.0020111
0.6112,0.0020816
0.6156,0.0021302
0.6199,0.0021534
0.6242,0.0021507
0.6285,0.0021252
0.6328,0.0020831
0.6371,0.0020324
0.6415,0.0019819
0.6458,0.0019393
0.6501,0.0019103
0.6544,0.0018979
0.6587,0.0019027
0.6631,0.0019233
0.6674,0.0019571
0.6717,0.0020015
0.6760,0.0020542
0.6803,0.0021136
0.6847,0.0021784
0.6890,0.0022474
0.6933,0.0023194
0.6976,0.0023928
0.7019,0.0024659
0.7063,0.0025373
0.7106,0.0026064
0.7149,0.0026740
0.7192,0.0027422
0.7235,0.0028142
0.7279,0.0028938
0.7322,0.0029844
0.7365,0.0030884
0.7408,0.0032065
0.7451,0.0033374
0.7495,0.0034777
0.7538,0.0036226
0.7581,0.0037665
0.7624,0.0039042
0.7667,0.0040311
0.7711,0.0041447
0.7754,0.0042443
0.7797,0.0043318
0.7840,0.0044107
0.7883,0.0044859
0.7927,0.0045625
0.7970,0.0046457
0.8013,0.0047391
0.8056,0.0048455
0.8099,0.0049662
0.8143,0.0051019
0.8186,0.0052532
0.8229,0.0054213
0.8272,0.0056077
0.8315,0.0058138
0.8359,0.0060404
0.8402,0.0062860
0.8445,0.0065466
0.8488,0.0068148
0.8531,0.0070814
0.8575,0.0073366
0.8618,0.0075722
0.8661,0.0077841
0.8704,0.0079736
0.8747,0.0081470
0.8790,0.0083151
0.8834,0.0084901
0.8877,0.0086838
0.8920,0.0089048
0.8963,0.0091585
0.9006,0.0094468
0.9050,0.0097706
0.9093,0.0101305
0.9136,0.0105286
0.9179,0.0109674
0.9222,0.0114483
0.9266,0.0119695
0.9309,0.0125249
0.9352,0.0131056
0.9395,0.0137051
0.9438,0.0143268
0.9482,0.0149934
0.9525,0.0157529
0.9568,0.0166797
0.9611,0.0178660
0.9654,0.0194041
0.9698,0.0213605
0.9741,0.0237476
0.9784,0.0264987
0.9827,0.0294550
0.9870,0.0323702
0.9914,0.0349337
0.9957,0.0368132
1.0000,0.0377068
1.0043,0.0373967
1.0086,0.0357926
1.0130,0.0329544
1.0173,0.0290894
1.0216,0.0245232
1.0259,0.0196497
1.0302,0.0148710
1.0346,0.0105377
1.0389,0.0069034
1.0432,0.0040988
1.0475,0.0021309
1.0518,0.0009035
1.0562,0.0002528
